Content,Label
"Makin Istiqomah, Roger Danuarta dan Cut Meyriska Ajarkan Anak Agama Sejak Dini https://t.co/gKRhlKhjir",4
"RT @Catatan_ali7: TIDAK MEMILIKI CATATAN HITAM ??

Warga Wadas Dan Kendeng menjadi saksi hidup Slogan TUAN KU RAKYAT Hanya omong kosong

Ke…",4
"@Maudy_Kadrun Bukan gk ada ,, kalau ada mh bnyak cuma males aje ngider nyari jajanan nya ,, aye tinggal d Bogor cuma lupa jajanan Bogor apa yak ��",4
"A Visit Filled with Happiness: Ganjar Pranowo's Visit to the Orphanage, Where Talented Resident Mala Receives a Laptop Gift from Ganjar!

#sahabatganjar #ganjarpranowo https://t.co/r8DE34bX3W",4
&lt;!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--&gt;https://t.co/R5RleCmiRc,4
"@tanyakanrl sender bingung jangan nanya di base, kristen ada pendetanya, islam ada ustadnya, ya tanya sama masing-masing pemuka agama. sender berharap apa nanya modelan gini di base ? hadeh aneh banget",4
"@cholilnafis Intinya susah ijin rumah ibadah untuk di luar agama mayoritas,sederhana aja kok.",4
"@Dennysiregar7 Wahh mantappp,
kalo memang Ganjar dicapreskan itu lebih menguntungkan Anies baswedan.
ada 3 capres nantinya,
Anies baswedan
Prabowo subianto
Ganjar pranowo

suara Jokowi sebagian masuk ke Prabowo.
suara prabowo cuma sebagian yg tetap mendukung prabowo.
heheheh",4
Coba sebut nama agama ny biar jelas yg d maksud atas nama agama apa � https://t.co/coE8ZPcsOG,4
"@FauzanTMN @godhendi @___least @sosmedkeras Astaganagadragon, sexual assault ini pelecehan di KRL? Trus diinjek dan direndahin harga diri?",1
"RT @mazzini_gsp: Betul, gue ngegas soal AG supaya hukuman maximal. Soal rekaman aktivitas seksual dia diumbar se-Indonesia Raya, udah lain…",4
RT @Otaku_Anime_Ind: Update terbaru Genshin Impact menjadi perbincangan para pemain karena nama tempat dan cerita yang hadir di gamenya dis…,4
"RT @TracyPedas: Bagi Meta Subekti, pemberian insentif dari Pemprov Jateng kpada dirinya sbagai pengajar agama Budha, adalah hal yg patut di…",4
"�8 HARI, MENUJU HARI AL-QUDS INTERNASIONAL 2023

Argumen para zionis untuk membenarkan penjajahan Israel atas Palestina tidak memiliki dasar akal sehat maupun legal dalam sejarah, bahkan dalam agama mereka sendiri.

- Malcolm X

 #AlQuds2023 #FreePalestine #HariAlQuds2023 https://t.co/aZ22pnnBLS",4
@mypussyate @ksjluf @KimMuthiaaa @JKOOPHORIA97 Yg kampungan itu kalo kalah debat bawa2 agama,4
"Thread bagus. Misteri menerima Cinta Tuhan. Bagaimana cara menerimanya? Berbagai agama sudah mengajarkan tapi kita yang terlalu sibuk ""berteduh"" membentengi diri dariNya�

(bersyukur menulis dalam bahasa Indonesia dimana kata ""Tuhan"" tidak multitafsir tapi universal) https://t.co/ipY64ekBbh",4
"Soalnya, agama dan kepercayaan bukan cuma buat dianut supaya km nyaman dan seneng, tapi juga di saat km susah dan sengsara. Km bakal diuji, sama kyk hari ini, km bakal diombang-ambing lebih keras, dan km harus pastiin km kuat.",4
"Jgn sampe setelah km pindah, km nemu crush baru yg muslim, eh km goyah lagi. Karena apa? Karena pondasi km di 2 agama tadi blm kokoh. Tanyain sm diri sendiri nder, mana yg mau km percaya (bukan cuma di saat km “nyaman”, tapi juga di saat km sengsara dan susah).",4
@pelukissenjanu @tanyakanrl Karena pelecehan seksual . Yg bisa melaporkan adalah orang yg bersangkutan atau si korban lgsg. KL korban masih di bawah umur maka yg berhak melaporkan ortunya. Kalo sudah nikah pasangan nya punya hak melaporkan. Syarat lapor harus punya minimal 2 alat bukti.,1
"Masalah agama jgn ditanya ke org lain, jgn pindah karena crush, jgn tinggalin agamamu karena “nyaman” dgn agama lain. Aku kristiani, tp aku sama sekali ga menganjurkan km pindah kalo tekad km blm bulat, karena ketika km “susah” atau “bingung” lg, km bakal balik ke awal. https://t.co/6uiTYyfR5W",4
"RT @IzzahTajari: Mom is housewife. Thats is the intersectionality of this problem. 

Parents — esp mak, please cari ilmu how to handle bila…",4
"Typo...""ultra konservatif"".
India dan Istarl yg sekarang dikuasai oleh kelompok2 ultra konservatif sgt rasis dan jahat kepada minoritas, begitu pula Afganistan. Jika tidak mau itu terjadi di sini, ayo rukun...",4
"Saat ditanya soal sudah menyebut Ganjar Pranowo adalah capres yang diusung PDIP, F.X. Hadi Rudyatmo mengelak.

""Kapan aku ngomong seperti itu, saya tidak merasa diwawancarai...""

https://t.co/uC2v63nMSs",4
@Maudy_Kadrun Yah gk ada jajanan gmna donk,4
"RT @rozaqsam_22: @tanyarlfes Konteks buat kalian yg gk mau liat videonya:
⚠️TW ⚠️: pelecehan anak
kejadian nya februari lalu, ada anak yg m…",1
"@AkhmadAli1402 @radixwp @JinNonik @zulfiarrahman @txtdrwidia @camat212 @littlevixen__ @Apokrifa22 @masiha_kafirun @Jayandaru2020 @BarathaAtmadja @AswantGardapati @mindlipstick @balaputra_deva @AlamTimur3 @Syyahrirsutan @__anomali__ @YogaAdrianyoga6 @JN_Eri @kuasabu2 @katzedikke @BoyId22 @winniputry1 @lestaribanara @_diajengemy @AsepIra44314224 @agama_nusantara @mualafjelita @DiposuroP @korekbiasa @Patmo_Wijoyo @Totoniman @yudhapati88 @AremaNita__ @_christing_ @GlHindu Gerai minimarket malah menawarkan minuman dingin dlm display yg menarik.

Itu kan bisa membatalkan puasa. Kenapa ga diobrak abrik sm laskar kalian??

Ya karena udh bayar ""jizyah"", sedangkan warung2 kecil enggak bayar. Makanya ditutup.",4
"RT @srhnns: @_thecoffee @tanyarlfes Iya, gue pernah baca hasil risetnya Ford Foundation sampe 1 buku ttg paedo di Bali. Berkedok adopsi bah…",4
"RT @mfatahilahakbar: Biasa dikenal jg dgn Statutory Rape.

Jd melakukan hubungan seksual dgn anak di bawah umur bs memenuhi UU perlindungan…",4
@kozirama Pelaku pelecehan seksual aja begitu bebas disambut sama fansnya.. https://t.co/0cASHzOtIJ,4
@frstsbgt @tanyakanrl ga unik n ga heran. apapun agamanya mau dimanapun tempatnya kalo ada agama mayoritas tertentu otomatis lebih ke show up.,4
@yellowinaja @kegblgnunfaedh hahaha ingett bgtt temen2 yg ngelakuin gini pada di sidang sama guru agama islam,4
"RT @BangEdiii: kalau masih terluka disebut kafir, mungkin sebenarnya kamu islam, tapi blm mau mengakui, dan blm berani syahadat, atau bisa…",4
"@andigunawan333 @KompasTV Susah juga, banyak pendukung teroris di medsos. 
Teroris catut agama, mudah membodohi masyarakat yg awam. Jadilah membantu mereka dianggap berpahala, membela agama, padahal melancarkan teroris.",4
@keuangannews_id @Camelaila1 Beginilah kalo agama cuma topeng... https://t.co/Xd0s6P9KUF,4
"@MazayaRahmalia @ZoneBrilian @Jkt_Networks3 @adi6_fachry @__AnakKolong @albert_morafia @an_ti_ka_drun @newIding30 @sami86pilang @Dennysiregar7 @ch_chotimah2 @Miduk17 Statemen bloon!
""Semua agama kayaknya punya kesalahan soal asusila""

Kentara ente ateis ato orang yg anti agama (agnostik)

Klaim ane masih standing!",2
"RT @HermansyahRoki: @rifqiazizian Begitu rendahkah cara rakyat kita berpikir?or yg jelas² putusannya penggadilan dinyatakan bersalah, ada p…",4
"Ya, tidak hanya di Boyolali, Jawa Tengah, Presiden Joko Widodo bersama Gubernur Jawa Tengah Ganjar Pranowo juga mengecek harga bahan pokok di Pasar Legi di Jalan Letjen S. Parman, Kota Solo.

#ganjarpranowo #catatanganjar #jateng #pilpres2024 #solo #pasar #jokowi https://t.co/QoIFamI9Fh",4
"RT @erwinbaggins: @psi_id @MiraclesImelda Kenapa ya, dengan dalih agama orang2 malah berperilaku biadab",4
"@tanyakanrl Korsel itu cantik, tapi gak dulu lah kalo untuk hidup di sana. Idol nya jg banyak yang kasus bullying kok. Warga nya rasis abiiiisss. Pokoknya ya gitu lah.",4
"@AkhmadAli1402 @radixwp @JinNonik @zulfiarrahman @txtdrwidia @camat212 @littlevixen__ @Apokrifa22 @masiha_kafirun @Jayandaru2020 @BarathaAtmadja @AswantGardapati @mindlipstick @balaputra_deva @AlamTimur3 @Syyahrirsutan @__anomali__ @YogaAdrianyoga6 @JN_Eri @kuasabu2 @katzedikke @BoyId22 @winniputry1 @lestaribanara @_diajengemy @AsepIra44314224 @agama_nusantara @mualafjelita @DiposuroP @korekbiasa @Patmo_Wijoyo @Totoniman @yudhapati88 @AremaNita__ @_christing_ @GlHindu Lha iya, orang yg seharusnya berpuasa juga bisa makan di resto besar kan? Kenapa ga ditutup juga?

Memangnya yg harus diobrak abrik itu orang yg ga puasa di warung2 kecil??",4
"RT @Urrangawak: Bejat..!!  Pengasuh Ponpes cabuli 15 Santriwati

Kapolda Jateng Irjen. Pol. Ahmad Luthfi bersama Gubernur Ganjar Pranowo me…",4
RT @Mythicalforest: Pada akhirnya apapun yang berusaha melawan manipulasi/eksploitasi seksual bakal dilabelin secara peyoratif sebagai "SJW…,4
"RT @RMalanjum_: Kepada Simpleton ED, kuasa memberi pengampunan memang dibawah YDPA. Saya tidak nafikan perkara tersebut. Saya tidak berniat…",4
"@tanyakanrl Jawabannya cuma satu.
belajar.
Pelajari keduanya dr sumbernya, dr kitab sucinya lgsg, jangan cuma modal tanya dr penganutnya saja. Keduanya kami pelajari dgn hati ikhlas terbuka dan jujur. nnt dpt jawabannya. 
Jangan malas belajar! Agama mmg ttg pencarian dan proses berpikir kok",4
"RT @AlisyahMutiara: Ganjar Pranowo salat tarawih bersama Presiden Joko Widodo (Jokowi) di Masjid Syekh Al Zayed, Solo, Jateng.

Agnes Komen…",4
"RT @tifsembiring: Amatan saya sih nggak ngaruh. Masak nolak Israel, elektabilitas turun. Emang pemilu di Tel Aviv.
Nah pemerintah zionist b…",3
"Ganjar Pranowo salat tarawih bersama Presiden Joko Widodo (Jokowi) di Masjid Syekh Al Zayed, Solo, Jateng.

Agnes Komeng Cipung Aku 15 Dalai Lama Inzaghi https://t.co/RV1qgr5Bc5",4
RT @rahzasana: @hazmi_ash Punya 5 kepribadian dgn 5 agama yg berbeda beda.,4
"Sesekali bolehlah isi media sosial tentang agama, tapi kalau tiap hari ya kataku mending akunnya jgn nama pribadi dibuat media dakwah saja",4
@Maudy_Kadrun Naaah masa depanku seperti ini✌️���,2
"@noonanyajisung @viviznants @sosmedkeras Yaa seharusnya, hukum peradilan anak terutama soal masalah menyangkut seksual juga perlu diatur. Kita juga gak bisa menutup mata, banyak juga bocah sekolah nyewa kamar hotel melati buat kegiatan seks kalau digrebek mereka ngaku mau lakuin itu dan takut ketahuan ortu",1
"Pihaknya akan menggandeng Kemenag untuk mengevaluasi pondok pesantren itu. Sebab di lokasi juga terdapat sekolah madrasah.���
Ganjar Pranowo 
https://t.co/YrNNc01ksX",4
"@AREAJULID Alasan lebih baik menikah dengan wanita Eropa ketimbang menikah dengan wanita indo sekarang karena wanita Eropa pergaulan bebas disebabkan mereka tidak tahu agama sedangkan wanita Indonesia sekarang mereka sekolah,hidup dibesarkan di lingkungan agama namun seperti tidak ada agama https://t.co/yJve0rOgew",4
"@tanyakanrl Menurut gua semua agama itu baik, apalagi kristen pendahulu islam, islam penyempurnaan. Tp nder, coba kamu deketin Allah lagi, kalo emang ga ada rasa nyaman, sok lakuin, cuma bisa berdoa semoga kamu bisa revert lagi ke Islam sebelum innalillahi.",4
"@Msimsims2ND Kadrun pasti gak ngerti itu, aku lihat komen2nya, mrk pd histeris ��",4
RT @ilhampurnama887: Ini Jebakan. Biarlah masalah agama diurus Masing masing jama'ahnya. bantuan ini adl trigger untuk memberi "pengajar mu…,4
@AndreawanYudo Pagi pagi udah rasis aja abang jago wkwkwkw,4
"RT @butterf_aria: Arbana: Kristi ca kishe thene ti vajzat jane objekt seksual
Kristi: jo sthashe jane vetem objekt seksual po jane objekt s…",4
"RT @NadhiraAishaaa: Ganjar Pranowo mendampingi Presiden Joko Widodo berkunjung ke sejumlah pasar tradisional di Jawa Tengah.

Agnes Komeng…",4
"Ganjar Pranowo mendampingi Presiden Joko Widodo berkunjung ke sejumlah pasar tradisional di Jawa Tengah.

Agnes Komeng Cipung Aku 15 Inzaghi Dalai Lama I AM https://t.co/2AiQvwALW0",4
"@vi_triasari Tanpa bermaksud rasis. Pernah ada kawan dari suku yang sama ngasih saran cari istri yang betisnya gede.
Gue tanya, kenapa?
Biasanya yang betis gede pekerja keras. 
Lalu laki-laki ngapain? 
nongkrong sambil gegitaran diwarung.",4
RT @liviatoures: Ya emang dia misoginis kok. Sering melakukan objektifikasi seksual terhadap perempuan sampai ranah ga wajar (contohnya ket…,4
"@Dyananjani89 @Dennysiregar7 Gue kire PKI dibumi pertiwi sdah lenyap, ternyata masih gentayangan, buktinya, yg suka bilang bilang kadrun itu hanya PKI ataw kroni kroni PKI.",4
"@tanyakanrl Aku komen diluar agama yah. Coba sekarang pake logika, dengan baju yg begitu udah bener termasuk etika berpakaian? Apalagi buat lebaran?",4
RT @03__nakula: Gubernur jateng Ganjar pranowo geram dan marah terhadap pengasuh pondok pesantren yang mengaku mencabuli 15 santriwati nya.…,4
"@18fesss Lapor aja ke atasan, biar mereka pada dipecat. Itu sudah bentuk pelecehan",1
Oohhh MDS dari awal udah tahu kalau si AG bohong masalah tuduhan pelecehan seksual. https://t.co/c4jdHxohK8,4
"@tanyakanrl Sedalam apa kamu mendalami agamamu sendiri? Kalo memang kamu mendalami agama islam kamu gak akan merasa nyaman ke agama lain nder. Kalo kamu bisa nyaman ke agama lain itu artinya pondasi dari agamamu sendiri gak kokok udah bubar, makanya di kuatkan dengan cara sholat, ibadah",4
@yhybrow @aur0rawrrr @nadh_____ dalam debat ini ga bole bawa” agama,4
"RT @kontempoLer: Khilaf/tergoda untuk pelecehan (non-konsensual) ini karena otak sudah dibajak selangkangan, dan memang besar kemungkinanny…",4
"Maraknya Pelecehan Seksual di Batang, Gubernur Ganjar Minta Harus Berani Speak Up  https://t.co/5GpFXLQrs1",4
"@debbieflavi @mx00711 @agama_nusantara @_christing_ @Valhallaah @Tita83079013 @littlevixen__ @duniamaya_29 @AremaNita__ Kalau kebaya milik Indonesia, sesuai budaya nusantara https://t.co/v5Jrjz2UzO",4
"Kasus Pelecehan Pegawai Rumah Sakit, 3 Bulan Belum Ada Penetapan Tersangka https://t.co/s2NwDL2Zf1",4
@hihanghoheng125 Skip agama ga seh,4
"Bukan salah translate, emang orang sono pada misogini, patriarki, dan rasis. Orang speechnya pemenang oscar aja dicut pas bagian women empower. Nggak usah pada denial napa sih. https://t.co/8ok3dTbAFT",2
"Arbana: Kristi ca kishe thene ti vajzat jane objekt seksual
Kristi: jo sthashe jane vetem objekt seksual po jane objekt seksual
Arbana: aaa ne rregull tna falesh shume qe te shqetesuam 

#bbvipal",4
@islah_bahrawi Biasanya FZ politikus partai @Gerindra suka bersuara islamofobia klo ada teroris yg ditembak gini...ujung2nya minta densus 88 dibubarkan...,4
"#UC155532

Yang buat statement tk puas hati dgn mana ii individu tu pls jgn libatkan kaum, agama, negeri, bla bla bla yg bleh buat pihak mana ii sakit hati, ap ii tk kena pergi hadap depan ii la bar*a, dlm UC ja brani ckp,",4
"@literarybase Aku suka karya2nya murakami. Krna selalu dibikin penasaran sm ending dr buku itu. Terlepas dr cara dia menghadirkan perempuan sebagai objek seksual. Memang blm smua si yg aku baca. Buku prtama yg aku baca itu kafka on the shore, dr situ aku mulai cari2 karya murkami yg lainn.",1
RT @Marbot_Udien: Tindakan yang diluar batas adalah tindakan yang bertentangan dengan ajaran agama. https://t.co/TN06omeDVB,4
"@DybalaGonzalo @YRadianto @MUIPusat Wkwkwk...sejak kapan Sih kadrun keturunan Imigran dibaptis ��
Baca berita yg benar, jgn judul.",2
"@peteryaan ""bitch told dandy that she was molested by david""

Yang ngasih tau soal dugaan pelecehan itu seorang saksi berinisial APA, bukan Agnes.

Dandy yang marah kemudian konfirmasi ke Agnes, Agnes membenarkan. 

https://t.co/8LwaQP0yUY

https://t.co/TILUP10dm8",4
RT @Mentimoen: Banyak juga yg membela Dalai Lama dgn alasan bahwa itu praktek Tantric Buddhism. Saya tidak komenlah soal ritual aksi seksua…,4
"@Aerodynamic41 @RMalanjum_ @RMalanjum_ Oh, jadi isunya bukan tentang penghinaan terhadap YDPA, tapi tentang PM dalam Lembaga Pengampunan? Saya kira itu masih lebih baik daripada isu politikus suka pindah kuburan ya.",1
RT @xannytocin: @tanyarlfes udah muncul sedikit2 nih para victim blamers di rep � udah jelas2 kasus diatas anak dibawah umur kena pelecehan…,4
Pdhal KLO MAU JUJUR mari berLOMBA3 utk SAMA3 meNGEMBANGkan AJARAN AGAMA masing3 TANPA HARUS mengHAMBAT aplg memperSULIT AGAMA MINORITAS ... https://t.co/H4AWHKEyrX,4
RT @klinikhukum: Follawers wajib paham! Benarkah memviralkan suatu perbuatan kejahatan bisa dituntut penghinaan dan/atau pencemaran nama ba…,4
"RT @MARQUEZ__93: Presiden Jokowi Satu Mobil Bareng Ganjar Pranowo &amp; Jan Etes Ke Pasar Legi Kota Surakarta, Kami Berharap Beliau Berdua Sema…",4
"@ZainAnnuar @BernamaTV Besepah komen rasis drp kaum tu,cuma ramai tak pandai baca tulisan c...",4
"Di awal kelas Pidana sy kadang suka buat pertanyaan2 unik
Ini yg cukup sering
""Kalian kan rata2 19 th nih. Misal punya pacar usia 17 th. Sdh pacaran dr SMA. Kalau melakukan hubungan seksual, masuk sbg perbuatan pidana ga?""

Kadang ad yg semangat jawab
""Tidaak!""",4
RT @Ipoengmedhel: @ImamMarzukiRid1 @PadmavatiPrati1 @has_meliala Lebih bofoh lagi manusia yg hanya bisa ngoceh kaya burung tanpa bisa membe…,4
"Mak Ganjar Sumatera Utara bersilaturahmi untuk memperkenalkan sosok pak Ganjar Pranowo yang akan kita pilih menjadi presiden kita 2024 nanti
❤️❤️��
#makganjarsumut
#makganjaruntukpakganjar
#ganjarpranowo
#ganjarforpresident2024
#ganjarpresiden2024
#makganjar https://t.co/QXMb8wtm0O",4
"@Msimsims2ND Kafir itu ada dlm terminologi agama islam
Lu diem aja, gk usah ribut urusan agama orang lain",4
"RT @lovingtolosing: @tanyakanrl Aku sndiri yakin sender udh dewasa, jadi hal kaya gini seharusnya g perlu ditanyain disosmed karna apa? Han…",4
@Soekatman31 @detikcom Kayaknya dua cewek itu sudah dicicipi dulu baru diarak...trus yg nyicipinya pura2 suci...sumbar salahsatu sarangnya kadrun.persis malinkundang ibu kandungnya sendiri di cicipi juga.parahhh2,4
"@Bambangmulyonoo Ketoknya gerombolan yg cari panggung....
Loossss pak Firly...
Gaassskkkeeeennnnn kasus Formula E...
Kalo kelompok Kadrun dan gerombolan itu semakin kuat menyerang...berarti anda sdh di jalan yg benar pak Firly..",2
@Maudy_Kadrun Dan minta tolonglah sm orang yg tepat,2
"RT @robbialadawiah: @pinksthescene Fakta kan kalian bodoh? Belain idol dan ngenormalize ancaman ke org muslim, sampe bawa2 agama dia, dibil…",4
"@wrqqth @kafirsejaklahir @Anakmmahh @retweetie__ @tanyakanrl Lo hrs paham firman tuhan brooo klo ga gmn bisa lo mencintai tuhan.. ga hrs menjadi ahli teologia utk bs paham firman tuhan.. ckp menjadi umat utk bs paham. Makanya gw blg, kristen agama yg membingungkan dan terlalu byk kontradiksi",2
"RT @putri_Aalona: Hanya di negara Indonesia yg paling suci di dunia ini,,
Meskipun belum tau kejelasan sudah langsung menghukum dengan berb…",4
"@EdwardSevino @bigwin_era @tanyakanrl Mimin mau jawab ini, tetapi nanti kena penistaan agama. Jadi, mimin doain sender aja ya. Sehat-sehat ya kamu. Yesus Kristus penguasa mimin mengasihi kamu. ❤️",4
@Tan_Mar3M Bacaan kadrun,2
"Males gue fafifu wasweswos ngejelasin dari sisi edukasi seksual, kalau itu statutory rape. Asli kesel gue. Kasus Agnes ini fucked up banget loh.",1
"@sbyfess Pelecehan gini emg sering bgt kejadian di kitchen. Btw aku jg anak kitchen. Mending lapor ke head chefmu lgsg, kalo ga dilaporin, bakal gitu terus, dan bnyk memakan korban selamjutnya. Aku udh 2x ngecut anak buahku yg suka becanda yg menjurus begini.",1
"RT @Danki_Cebong: Begini lah kalo kadrun radikal beraksi, moral dan adab gak ada.

Menelanjangi 2 orang wanita pengunjung cafe kok didiamka…",2
"@alisyarief Gak apa apa lah, calm saja, orang yang logikanya somplak saja yang mengatakan China mau rampas kedaulatan NKRI, itu pasti kadrun !!���� https://t.co/LIYa032GAY",2
"@Maudy_Kadrun Gagap yaa,���, dadaku sllapalagi buat rebahan org yg mau bersender...",4
"Prabowo Subianto Beber Percakapannya dengan Puan Maharani, Soal PDIP Gabung Koalisi Besar? https://t.co/vtXstkZHZG",4
"Sikat aja Pak Ganjar dan Polda Jateng jangan kasih ampun buat predator seksual anak.

Cipung Monas Komeng Aku 15 Lampung I AM Pelabuhan Merak Dalai Lama Lucas Akaza #เที่ยวให้สนุกนะซีนุนิว #รักร้ายEP7 #Suriya42 #GanjarPranowo #poldajatenghadir #Jateng #JawaTengah #Capres2024 https://t.co/ZganuFc6kR",1
"RT @kompascom: Emosi Gubernur Jawa Tengah (Jateng) Ganjar Pranowo, tak bisa disembunyikan saat menanyai pelaku pemerkosaan belasan santri d…",4
"RT @SahLeoSin: Negara dan ras yg ditakuti KADRUN di Indonesia:
1. Israel �� 
2. China ��
ada phobia akut yg berurat berakar, mungkin perlu…",2
Tanggapan Mahfud Md Soal Kabar Wacana Dirinya Jadi Cawapres Ganjar Pranowo https://t.co/qIleRZ3oYE,4
"RT @YongkyLaisina: @_MbakSri_ Eks HTI FPI itu... Pemain² lama yg sok paling suci merasa diri paling benar, dan berbuat onar di saat bulan…",4
"3. 9 April kemarin 15 ribu orang Yahudi berdoa ke tembok ratapan yang satu lokasi dengan Al Aqsa

Andaikan waktu Khilafah berkuasa bangun Al Aqsa tidak berdekatan dengan tempat suci agama lain, mungkin tidak jadi banyak masalah setelah keadaan politik berubah https://t.co/MlKzYMuoUn",4
"@ade206 Bisa jadi banyak kadrun, harusnya berikan berita berimbang dari berbagai pihak",2
"@Maudy_Kadrun @Telkomsel Lah iya kalau ganti2 malesnya daftar pake KK sama KTP 
Iya qu dah lama gk pake 3 hampir 10tahunan ��",2
"Assalamualaikum

Cari tau apakah semua agama itu benar 
Simak jawaban ustadz Mokoginta tentang hal ini ... https://t.co/Zq5bRzVQT9",4
RT @harianganjar: Momen Ganjar Pranowo shalat bareng Presiden Jokowi di Masjid Sheikh Al Zayed usai mengecek harga bahan pokok di sejumlah…,4
"RT @harianganjar: Dalam kunjungannya ke pasar Legi Solo, Presiden Jokowi didampingi Gubernur Jateng Ganjar Pranowo memakai baju yang selara…",4
"RT @bianca125547620: Puan setali tiga uang dengan Jokowi gak sih!? 
Hanya menuntut hak, tapi gak laksanakan kewajiban! 

Bengis pasti! 

Ab…",4
"RT @harianganjar: Kunjungi Pasar Selo Ganjar Pranowo Dan Presiden Jokowi disambut dengan sangat antusias oleh para pedagang disana. 

#Ganj…",4
"RT @ch_chotimah2: Nah ini baru benar �
#GanjarPilihanTerbaik 

Isu batalnya Pildun U-20 ditunggangi lawan politik Ganjar Pranowo unk mengha…",4
"@tanyarlfes Itu Cara Agama kami.
Itu cara Sumatera Barat.
Kalian kalau tidak paham tidak usah Komen!
Kami tidak salah!",4
"RT @magdaleneid: 3. Pelecehan seksual daring. 

Tak hanya di media sosial, anak-anak public figure juga kerap diobjektifikasi oleh media de…",4
RT @HeyyyNdre: @masmisoeh @tanyakanrl jika ingin benar2 percaya ke suatu agama ya harus direnungin dulu dalam2 khususnya hal hal tentang ke…,4
"RT @iimfahima: Dimata hukum, hubungan seksual orang dewasa dan anak-anak, si anak adalah korban. 

Data anak tidak seharusnya diumbar baik…",4
"@RaniKancana Teh, abdi mah resep ningali Kadrun kejang² kasurupan siga mabok kecubung
Mayan hiburan ��
https://t.co/guWUTOcZNE",2
RT @latiung90: @pejuanganis @Dyananjani89 @Dennysiregar7 Entah kenapa kami putra putri bangsa tanah air Indonesia merasakan ibu kami Pertiw…,4
